district,address,type,cadastral_number,area,status,document,obj_id
Адмиралтейский,"190031, г.Санкт-Петербург, улица Ефимова, д. 1/4, литера А",помещение,78:1059:4:4:38,191.4,включен,237-р от 26.12.2008,1100016157
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 34, литера Б",помещение,78:31:1267:3:4:7,9.4,включен,237-р от 26.12.2008,300117604
Петроградский,"197136, г.Санкт-Петербург, улица Ленина, д. 20, литера А",помещение,78:07:0003108:1318,261.7,включен,1289-рк от 30.12.2019,1500040157
Адмиралтейский,"190013, г.Санкт-Петербург, Бронницкая улица, д. 15, литера А",помещение,78:1681:1:9:3,78.6,включен,237-р от 26.12.2008,1100009247
Невский,"193079, г.Санкт-Петербург, Народная улица, д. 28, литера Ю",помещение,78:12:0006341:3494,14.4,включен,1205-рк от 18.12.2020,100214276
Центральный,"193024, г.Санкт-Петербург, Невский проспект, д. 119, литера А",часть помещения,78:1499:9:53:19,58.1,включен,237-р от 26.12.2008,300041947
Адмиралтейский,"190000, г.Санкт-Петербург, Большая Морская улица, д. 55, литера А",часть помещения,78:1178:0:11:6,511.7,включен,237-р от 26.12.2008,1100007207
Красногвардейский,"195112, г.Санкт-Петербург, Новочеркасский проспект, д. 39, к. 1, литера А",помещение,78:11:0006011:2836,86.6,исключен,911-рк от 28.11.2016,700003522
Центральный,"193167, г.Санкт-Петербург, Невский проспект, д. 182, литера А",помещение,78:31:1501:1:2:2,47.9,исключен,911-рк от 28.11.2016,300006907
Центральный,"191040, г.Санкт-Петербург, Пушкинская улица, д. 2/79, литера А",помещение,78:1045:5:20:6,572.0,исключен,125-р от 15.09.2010,300018594
Выборгский,"194100, г.Санкт-Петербург, Лесной проспект, д. 76, литера А",здание,78:36:5119:0:7,44.5,исключен,160-р от 29.09.2011,200010129
Московский,"196070, г.Санкт-Петербург, Московский проспект, д. 167, литера А",часть помещения,78:14:7635:2:1:13,86.6,включен,237-р от 26.12.2008,1200040362
Красногвардейский,"195112, г.Санкт-Петербург, Новочеркасский проспект, д. 26/16, литера А",помещение,78:11:6012:2:11:5,51.9,включен,237-р от 26.12.2008,700003970
Красногвардейский,"195112, г.Санкт-Петербург, Весенняя улица, д. 20, литера В",здание,78:6005:7:20,13.7,исключен,95-р от 23.06.2011,700013228
Центральный,"191186, г.Санкт-Петербург, набережная реки Мойки, д. 16, литера А",помещение,78:31:0001184:3469,114.1,включен,870-рк от 18.09.2020,300012134
Петроградский,"197101, г.Санкт-Петербург, Каменноостровский проспект, д. 13/2, литера А",помещение,78:7:3052:1:8:2,118.2,исключен,911-рк от 28.11.2016,1500043302
Адмиралтейский,"190000, г.Санкт-Петербург, переулок Пирогова, д. 6, литера А",помещение,78:32:0001301:2147,213.6,включен,1289-рк от 30.12.2019,1100014021
Центральный,"193015, г.Санкт-Петербург, Суворовский проспект, д. 42, литера Б",здание,78:31:1121:0:26,139.1,исключен,178-р от 13.10.2011,300015477
Красногвардейский,"195268, г.Санкт-Петербург, Апрельская улица, д. 5, литера А",помещение,78:11:6072:1:1:6,47.7,исключен,911-рк от 28.11.2016,700004733
Центральный,"191119, г.Санкт-Петербург, Днепропетровская улица, д. 11, литера Г",здание,78:1523:0:121,26.8,исключен,141-р от 09.09.2011,300016168
Петродворцовый,"198412, Санкт-Петербург, город Ломоносов, улица Костылева, д. 8, литера А",здание,78:20524А:0:2,91.5,исключен,78-р от 02.06.2010,1600000791
Петроградский,"197198, г.Санкт-Петербург, Введенская улица, д. 22, литера А",часть здания,78:7:3047:0:57,361.4,включен,237-р от 26.12.2008,1500062496
Центральный,"193024, г.Санкт-Петербург, Невский проспект, д. 146, литера А",часть помещения,78:1490:1:1:11,372.6,включен,237-р от 26.12.2008,300048460
Невский,"192029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 127, литера А",часть здания,78:12:7122:0:8,170.8,включен,237-р от 26.12.2008,1300032136
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 19, литера А",помещение,78:1290:1:2:2,209.7,включен,85-р от 14.07.2009,300018113
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:1229:0:3:7,690.6,включен,237-р от 26.12.2008,300011074
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:31:1229:0:3:14,89.5,включен,237-р от 26.12.2008,300075362
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:1229:5:3:2,168.3,включен,237-р от 26.12.2008,300106710
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:31:1229:0:3:14,150.0,включен,237-р от 26.12.2008,300075370
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",помещение,78:1229:0:3:11,17.7,включен,237-р от 26.12.2008,300011081
Петроградский,"196047, г.Санкт-Петербург, Каменноостровский проспект, д. 11, литера А",помещение,78:3032:0:1:4,252.2,включен,237-р от 26.12.2008,1500042805
